#;Start;End;Break;Duration;Hourly Rate, $;Bonus, $;Earnings, $;Client;Project;Task;Note
205;2020-08-13 08:30 AM;2020-08-13 09:00 AM;00:00;00:30;25;;12.5;Proin LLC;Factory Dashboard;Implementation;
206;2020-08-12 02:00 PM;2020-08-12 05:00 PM;00:00;03:00;25;;75;Proin LLC;Factory Dashboard;Implementation;
207;2020-08-11 08:30 AM;2020-08-11 09:00 AM;00:00;00:30;25;;12.5;Proin LLC;Factory Dashboard;Implementation;
208;2020-08-10 08:30 AM;2020-08-10 12:30 PM;00:00;04:00;25;;100;Proin LLC;Factory Dashboard;Implementation;
209;2020-08-07 08:30 AM;2020-08-07 10:00 AM;00:00;01:30;25;;37.5;Proin LLC;Factory Dashboard;Implementation;
210;2020-08-06 07:30 AM;2020-08-06 08:00 AM;00:00;00:30;25;;12.5;Proin LLC;Factory Dashboard;Implementation;
211;2020-08-05 08:30 AM;2020-08-05 09:30 AM;00:00;01:00;25;;25;Proin LLC;Factory Dashboard;Implementation;
212;2020-08-04 09:00 AM;2020-08-04 12:00 PM;00:00;03:00;25;;75;Proin LLC;Factory Dashboard;Implementation;
213;2020-08-03 08:30 AM;2020-08-03 03:30 PM;01:00;06:00;25;;150;Proin LLC;Factory Dashboard;Implementation;
214;2020-04-02 09:00 AM;2020-04-02 12:00 PM;00:00;03:00;25;;75;Arcu Vel Corp;Upper Management Project;Implementation;
215;2020-04-01 09:00 AM;2020-04-01 04:00 PM;00:00;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
216;2020-03-31 08:30 AM;2020-03-31 03:30 PM;00:00;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
217;2020-03-30 08:30 AM;2020-03-30 03:30 PM;00:00;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
218;2020-03-26 09:00 AM;2020-03-26 12:00 PM;00:00;03:00;25;;75;Arcu Vel Corp;Upper Management Project;Implementation;
219;2020-03-25 09:00 AM;2020-03-25 04:00 PM;00:00;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
220;2020-03-24 09:00 AM;2020-03-24 04:00 PM;00:00;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
221;2020-03-23 09:00 AM;2020-03-23 04:00 PM;00:00;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
222;2020-03-19 09:00 AM;2020-03-19 03:00 PM;00:00;06:00;25;;150;Arcu Vel Corp;Upper Management Project;Implementation;
223;2020-03-18 09:00 AM;2020-03-18 03:00 PM;00:00;06:00;25;;150;Arcu Vel Corp;Upper Management Project;Implementation;
224;2020-03-17 09:00 AM;2020-03-17 03:00 PM;00:00;06:00;25;;150;Arcu Vel Corp;Upper Management Project;Implementation;
225;2020-03-16 09:00 AM;2020-03-16 03:00 PM;00:00;06:00;25;;150;Arcu Vel Corp;Upper Management Project;Implementation;
226;2020-03-13 07:30 AM;2020-03-13 03:00 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
227;2020-03-12 07:30 AM;2020-03-12 03:00 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
228;2020-03-11 08:00 AM;2020-03-11 03:30 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
229;2020-03-10 08:00 AM;2020-03-10 03:30 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
230;2020-03-09 07:45 AM;2020-03-09 03:15 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
231;2020-03-06 08:00 AM;2020-03-06 03:00 PM;00:30;06:30;25;;162.5;Arcu Vel Corp;Upper Management Project;Implementation;
232;2020-03-05 08:00 AM;2020-03-05 04:00 PM;00:30;07:30;25;;187.5;Arcu Vel Corp;Upper Management Project;Implementation;
233;2020-03-04 08:30 AM;2020-03-04 04:00 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
234;2020-03-03 08:45 AM;2020-03-03 04:15 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
235;2020-03-02 09:00 AM;2020-03-02 04:30 PM;00:30;07:00;25;;175;Arcu Vel Corp;Upper Management Project;Implementation;
236;2019-11-15 08:00 AM;2019-11-15 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
237;2019-11-14 08:00 AM;2019-11-14 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
238;2019-11-13 08:00 AM;2019-11-13 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
239;2019-11-12 08:00 AM;2019-11-12 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
240;2019-11-11 08:00 AM;2019-11-11 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
241;2019-11-08 08:00 AM;2019-11-08 03:00 PM;00:30;06:30;25;;162.5;Praesent Industries;Audit Verification;Implementation;
242;2019-11-07 07:30 AM;2019-11-07 03:00 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
243;2019-11-06 08:00 AM;2019-11-06 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
244;2019-11-05 07:30 AM;2019-11-05 03:30 PM;00:30;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
245;2019-11-04 08:00 AM;2019-11-04 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
246;2019-11-01 08:00 AM;2019-11-01 03:00 PM;00:30;06:30;25;;162.5;Praesent Industries;Audit Verification;Implementation;
247;2019-10-31 07:30 AM;2019-10-31 03:30 PM;00:30;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
248;2019-10-30 08:00 AM;2019-10-30 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
249;2019-10-29 08:00 AM;2019-10-29 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
250;2019-10-28 08:00 AM;2019-10-28 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
251;2019-10-25 08:00 AM;2019-10-25 03:00 PM;00:30;06:30;25;;162.5;Praesent Industries;Audit Verification;Implementation;
252;2019-10-24 08:00 AM;2019-10-24 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
253;2019-10-23 08:00 AM;2019-10-23 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
254;2019-10-22 08:00 AM;2019-10-22 04:00 PM;00:30;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
255;2019-10-21 08:00 AM;2019-10-21 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
256;2019-10-18 08:00 AM;2019-10-18 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
257;2019-10-17 08:00 AM;2019-10-17 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
258;2019-10-16 08:00 AM;2019-10-16 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
259;2019-10-15 08:00 AM;2019-10-15 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
260;2019-10-11 08:00 AM;2019-10-11 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
261;2019-10-10 08:00 AM;2019-10-10 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
262;2019-10-09 08:00 AM;2019-10-09 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
263;2019-10-08 08:00 AM;2019-10-08 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
264;2019-10-07 08:00 AM;2019-10-07 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
265;2019-10-04 08:00 AM;2019-10-04 03:30 PM;00:00;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
266;2019-10-03 08:00 AM;2019-10-03 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
267;2019-10-02 08:00 AM;2019-10-02 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
268;2019-10-01 08:00 AM;2019-10-01 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
269;2019-09-30 08:00 AM;2019-09-30 04:00 PM;00:30;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
270;2019-09-27 08:00 AM;2019-09-27 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
271;2019-09-26 10:30 AM;2019-09-26 04:00 PM;00:30;05:00;25;;125;Praesent Industries;Audit Verification;Implementation;
272;2019-09-25 08:00 AM;2019-09-25 03:30 PM;01:00;06:30;25;;162.5;Praesent Industries;Audit Verification;Implementation;
273;2019-09-24 08:00 AM;2019-09-24 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
274;2019-09-23 08:00 AM;2019-09-23 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
275;2019-09-09 08:00 AM;2019-09-09 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
276;2019-09-06 08:00 AM;2019-09-06 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
277;2019-09-05 08:00 AM;2019-09-05 03:30 PM;01:00;06:30;25;;162.5;Praesent Industries;Audit Verification;Implementation;
278;2019-09-04 08:00 AM;2019-09-04 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
279;2019-09-03 08:00 AM;2019-09-03 04:00 PM;00:30;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
280;2019-08-30 08:00 AM;2019-08-30 04:00 PM;00:30;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
281;2019-08-29 08:00 AM;2019-08-29 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
282;2019-08-28 09:30 AM;2019-08-28 03:30 PM;00:30;05:30;25;;137.5;Praesent Industries;Audit Verification;Implementation;
283;2019-08-27 11:30 AM;2019-08-27 03:00 PM;00:00;03:30;25;;87.5;Praesent Industries;Audit Verification;Implementation;
284;2019-08-26 08:00 AM;2019-08-26 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
225;2019-08-23 08:00 AM;2019-08-23 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
286;2019-08-22 08:00 AM;2019-08-22 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
287;2019-08-21 08:00 AM;2019-08-21 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
288;2019-08-20 08:00 AM;2019-08-20 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
289;2019-08-19 08:00 AM;2019-08-19 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
290;2019-08-16 07:45 AM;2019-08-16 03:45 PM;00:30;07:30;25;;187.5;Praesent Industries;Audit Verification;Implementation;
291;2019-08-15 08:00 AM;2019-08-15 03:30 PM;01:00;06:30;25;;162.5;Praesent Industries;Audit Verification;Implementation;
292;2019-08-14 08:00 AM;2019-08-14 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
293;2019-08-13 08:00 AM;2019-08-13 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
294;2019-08-12 08:00 AM;2019-08-12 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
295;2019-08-09 08:00 AM;2019-08-09 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
296;2019-08-08 08:00 AM;2019-08-08 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
297;2019-08-07 08:00 AM;2019-08-07 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
298;2019-08-06 08:00 AM;2019-08-06 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
299;2019-08-05 08:00 AM;2019-08-05 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
300;2019-08-02 08:00 AM;2019-08-02 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
301;2019-08-01 08:00 AM;2019-08-01 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
302;2019-07-31 08:00 AM;2019-07-31 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
303;2019-07-30 08:00 AM;2019-07-30 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
304;2019-07-29 08:00 AM;2019-07-29 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
305;2019-07-26 08:00 AM;2019-07-26 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
306;2019-07-25 08:00 AM;2019-07-25 03:30 PM;00:30;07:00;25;;175;Praesent Industries;Audit Verification;Implementation;
307;2019-07-24 09:00 AM;2019-07-24 04:00 PM;01:00;06:00;25;;150;Praesent Industries;Audit Verification;Implementation;
308;2019-05-01 08:00 AM;2019-05-01 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
309;2019-05-02 08:00 AM;2019-05-02 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
310;2019-05-03 08:00 AM;2019-05-03 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
311;2019-05-06 08:00 AM;2019-05-06 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
312;2019-05-07 08:00 AM;2019-05-07 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
313;2019-05-08 08:00 AM;2019-05-08 03:30 PM;00:00;08:00;31.5;;252;Justo Arcu Limited;Warehouse Project;Implementation;
314;2019-05-09 08:00 AM;2019-05-09 11:00 AM;00:00;03:00;31.5;;94.5;Justo Arcu Limited;Warehouse Project;Implementation;
315;2019-05-10 08:00 AM;2019-05-10 12:00 AM;00:00;04:00;31.5;;126;Justo Arcu Limited;Warehouse Project;Implementation;
316;2019-05-13 08:00 AM;2019-05-13 12:00 AM;00:00;04:00;31.5;;126;Justo Arcu Limited;Warehouse Project;Implementation;
317;2019-05-14 08:00 AM;2019-05-14 12:00 AM;00:00;04:00;31.5;;126;Justo Arcu Limited;Warehouse Project;Implementation;
318;2019-05-15 08:00 AM;2019-05-15 12:00 AM;00:00;04:00;31.5;;126;Justo Arcu Limited;Warehouse Project;Implementation;
319;2019-05-16 08:00 AM;2019-05-16 12:00 AM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
320;2019-05-17 08:00 AM;2019-05-17 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
321;2019-05-21 08:00 AM;2019-05-21 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
322;2019-05-22 08:00 AM;2019-05-22 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
323;2019-05-23 08:00 AM;2019-05-23 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
324;2019-05-27 08:00 AM;2019-05-27 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
325;2019-05-28 08:00 AM;2019-05-28 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
326;2019-05-29 08:00 AM;2019-05-29 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
327;2019-05-30 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
328;2019-06-07 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
329;2019-06-08 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
330;2019-06-11 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
331;2019-06-12 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
332;2019-06-13 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
333;2019-06-14 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
334;2019-06-15 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
335;2019-06-18 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
336;2019-06-19 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
337;2019-06-20 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
338;2019-06-21 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
339;2019-06-22 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
340;2019-06-25 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
341;2019-06-26 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
342;2019-06-27 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
343;2019-06-28 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
345;2019-06-29 08:00 AM;2019-05-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
346;2019-03-07 08:00 AM;2019-03-07 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
347;2019-03-08 08:00 AM;2019-03-08 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
349;2019-03-11 08:00 AM;2019-03-11 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
350;2019-03-12 08:00 AM;2019-03-12 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
351;2019-03-13 08:00 AM;2019-03-13 03:30 PM;00:00;05:30;31.5;;173.25;Justo Arcu Limited;Warehouse Project;Implementation;
352;2019-03-14 08:00 AM;2019-03-14 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
353;2019-03-15 08:00 AM;2019-03-15 03:30 PM;00:00;05:30;31.5;;173.25;Justo Arcu Limited;Warehouse Project;Implementation;
354;2019-03-18 08:00 AM;2019-03-18 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
355;2019-03-19 08:00 AM;2019-03-19 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
356;2019-03-20 08:00 AM;2019-03-20 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
357;2019-03-21 08:00 AM;2019-03-21 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
358;2019-03-22 08:00 AM;2019-03-22 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
359;2019-03-25 08:00 AM;2019-03-25 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
360;2019-03-26 08:00 AM;2019-03-26 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
361;2019-03-27 08:00 AM;2019-03-27 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
362;2019-03-28 08:00 AM;2019-03-28 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
363;2019-03-29 08:00 AM;2019-03-29 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
364;2019-04-01 08:00 AM;2019-04-01 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
365;2019-04-02 08:00 AM;2019-04-02 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
366;2019-04-03 08:00 AM;2019-04-03 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
367;2019-04-04 08:00 AM;2019-04-04 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
368;2019-04-05 08:00 AM;2019-04-05 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
369;2019-04-08 08:00 AM;2019-04-08 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
370;2019-04-09 08:00 AM;2019-04-09 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
371;2019-04-10 08:00 AM;2019-04-10 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
372;2019-04-11 08:00 AM;2019-04-11 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
373;2019-04-12 08:00 AM;2019-04-12 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
374;2019-04-15 08:00 AM;2019-04-15 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
375;2019-04-16 08:00 AM;2019-04-16 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
376;2019-04-17 08:00 AM;2019-04-17 04:00 PM;00:00;08:00;31.5;;252;Justo Arcu Limited;Warehouse Project;Implementation;
377;2019-04-18 08:00 AM;2019-04-18 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
378;2019-04-22 08:00 AM;2019-04-22 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
379;2019-04-23 08:00 AM;2019-04-23 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
380;2019-04-24 08:00 AM;2019-04-24 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
381;2019-04-25 08:00 AM;2019-04-25 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
382;2019-04-26 08:00 AM;2019-04-26 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
383;2019-04-29 08:00 AM;2019-04-29 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
384;2019-04-30 08:00 AM;2019-04-30 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
325;2019-06-03 08:00 AM;2019-06-03 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
386;2019-06-04 08:00 AM;2019-06-04 12:30 PM;00:00;04:30;31.5;;141.75;Justo Arcu Limited;Warehouse Project;Implementation;
387;2019-06-05 08:00 AM;2019-06-05 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
388;2019-06-07 08:00 AM;2019-06-07 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
389;2019-06-10 08:00 AM;2019-06-10 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
390;2019-06-11 08:00 AM;2019-06-11 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
391;2019-06-12 08:00 AM;2019-06-12 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
392;2019-06-13 08:00 AM;2019-06-13 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
393;2019-06-17 08:00 AM;2019-06-17 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
394;2019-06-18 08:00 AM;2019-06-18 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
395;2019-06-19 08:00 AM;2019-06-19 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
396;2019-06-20 08:00 AM;2019-06-20 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
397;2019-06-21 08:00 AM;2019-06-21 03:30 PM;00:00;07:30;31.5;;236.25;Justo Arcu Limited;Warehouse Project;Implementation;
398;2018-09-30 08:00 AM;2018-09-30 11:00 AM;00:00;03:00;70;;210;Curabitur Consulting;Curabitur Consulting Implementation;Implementation;
399;2018-11-05 08:00 AM;2018-11-05 11:00 AM;00:00;04:00;45;;180;Vivamus Inc;Prototype;Implementation;
400;2018-11-06 08:00 AM;2018-11-06 11:00 AM;00:00;04:00;45;;180;Vivamus Inc;Prototype;Implementation;
401;2018-11-07 08:00 AM;2018-11-07 11:00 AM;00:00;04:00;45;;180;Vivamus Inc;Prototype;Implementation;
402;2018-11-08 08:00 AM;2018-11-08 11:00 AM;00:00;04:00;45;;180;Vivamus Inc;Prototype;Implementation;
403;2018-11-09 08:00 AM;2018-11-09 11:00 AM;00:00;04:00;45;;180;Vivamus Inc;Prototype;Implementation;
404;2018-11-12 07:00 AM;2018-11-12 01:00 PM;00:00;06:00;45;;270;Vivamus Inc;Prototype;Implementation;
405;2018-11-13 07:00 AM;2018-11-13 01:00 PM;00:00;06:00;45;;270;Vivamus Inc;Prototype;Implementation;
406;2018-11-14 07:00 AM;2018-11-14 01:00 PM;00:00;06:00;45;;270;Vivamus Inc;Prototype;Implementation;
407;2018-11-15 07:00 AM;2018-11-15 01:00 PM;00:00;06:00;45;;270;Vivamus Inc;Prototype;Implementation;
408;2018-11-16 07:00 AM;2018-11-16 01:00 PM;00:00;06:00;45;;270;Vivamus Inc;Prototype;Implementation;
409;2018-06-27 08:00 AM;2018-06-27 06:00 PM;00:00;10:00;50;;500;Curabitur Consulting;Curabitur Consulting Implementation;Implementation;
410;2019-02-07 08:00 AM;2019-02-07 09:30 AM;00:00;01:30;50;;75;Curabitur Consulting;Curabitur Consulting Implementation;Implementation;
